id,created_at,source,polarity,subjectivity,original_text,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,location
3070,Fri Jun 18 23:09:23 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.028125,0.35,"Every day that supplies allow for further vaccines, we see the benefits. We're now down to 44 positive #COVID19 inpatients in hospital, 15 of those in ICU. 21 hospitals with just one case or less. Huge credit to public support &amp; for the take up of vaccines here. @HSELive",en,146.0,13.0,alankellylabour,19730,2195,,"[{'text': 'COVID19', 'indices': [103, 111]}]","[{'screen_name': 'HSELive', 'name': 'HSE Ireland', 'id': 69298376, 'id_str': '69298376', 'indices': [267, 275]}]",Tipperary 
3071,Fri Jun 18 23:09:31 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.1,0.1,,en,470.0,305.0,_omardinho,329,270,,,,M4NCH3STER
3072,Fri Jun 18 23:09:34 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",-0.3909090909090909,0.6886363636363637,"Let’s take a moment this week to thank our scientists. After all, they’ve led us through this pandemic. Without them, we wouldn’t have the tests, insights and vaccines that are keeping us safer. In a world that’s too often hostile to science, show your support. 🙏 #covid19",en,658.0,78.0,LibDanielleJ,1602,1000,,"[{'text': 'covid19', 'indices': [264, 272]}]",[],Wurundjeri Lands
3073,Fri Jun 18 23:09:41 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,0.0,"Rose Ssali— writer, publisher &amp; traditional medicine advocate— is of the view that embracing &amp; developing traditional medicine could be at the core of finding #Africa’s homegrown solutions to #COVID19. She spoke with ⁦@TamukaKagoro77⁩ 

Take a look—https://t.co/tenSXVUcsP https://t.co/EHKrbKZN6m",en,5.0,6.0,TamukaKagoro77,24405,4133,,"[{'text': 'Africa', 'indices': [167, 174]}, {'text': 'COVID19', 'indices': [200, 208]}]","[{'screen_name': 'TamukaKagoro77', 'name': 'Brian Tamuka Kagoro', 'id': 57595007, 'id_str': '57595007', 'indices': [226, 241]}]",Africa
3074,Fri Jun 18 23:09:49 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.16666666666666666,0.18888888888888888,"Human rights must be at the center of our response. It's important that even as we enforce the lock-downs, we must do so in a people-centered manner because we can't beat people to submission~ @JNkengasong @AfricaCDC with @TamukaKagoro77 on #Africa homegrown solutions to #COVID19 https://t.co/jY8COo4XVt",en,16.0,17.0,TamukaKagoro77,24405,4133,,"[{'text': 'Africa', 'indices': [241, 248]}, {'text': 'COVID19', 'indices': [272, 280]}]","[{'screen_name': 'JNkengasong', 'name': 'John Nkengasong', 'id': 2187155450, 'id_str': '2187155450', 'indices': [193, 205]}, {'screen_name': 'AfricaCDC', 'name': 'Africa CDC', 'id': 3149176301, 'id_str': '3149176301', 'indices': [206, 216]}, {'screen_name': 'TamukaKagoro77', 'name': 'Brian Tamuka Kagoro', 'id': 57595007, 'id_str': '57595007', 'indices': [222, 237]}]",Africa
3075,Fri Jun 18 23:10:00 +0000 2021,"<a href=""http://example.com"" rel=""nofollow"">carpediemwinnrz</a>",0.1958333333333333,0.2875,"July 6 is the 12 week date for those who got the vaccine on April 13, the last date of the blitz vaccines. @djmillerJA @christufton #COVID19 #VaccinateJA #Jamaica #RJRBTH",en,1.0,3.0,carpediemwinnrz,297,1,,"[{'text': 'COVID19', 'indices': [132, 140]}, {'text': 'VaccinateJA', 'indices': [141, 153]}, {'text': 'Jamaica', 'indices': [154, 162]}, {'text': 'RJRBTH', 'indices': [163, 170]}]","[{'screen_name': 'djmillerJA', 'name': 'Dionne JacksonMiller', 'id': 73107660, 'id_str': '73107660', 'indices': [107, 118]}, {'screen_name': 'christufton', 'name': 'Dr. Chris Tufton', 'id': 48520212, 'id_str': '48520212', 'indices': [119, 131]}]",
3076,Fri Jun 18 23:10:04 +0000 2021,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",0.1875,0.425,"The #COVID19 vaccines are neither experimental nor dangerous, the judge says in ruling. #PopulationHealth #Nurses4HIT https://t.co/Cvch4YgG9S",en,0.0,1.0,SupplyChainSN,1990,1842,,"[{'text': 'COVID19', 'indices': [4, 12]}, {'text': 'PopulationHealth', 'indices': [88, 105]}, {'text': 'Nurses4HIT', 'indices': [106, 117]}]",[],
3077,Fri Jun 18 23:10:04 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,0.0,"We are seeing leaders emerge... We are finding young people coming up with solutions because they don't have a choice or they see things now that they may not have seen~ Rose Ssali with @TamukaKagoro77 on #Africa homegrown solutions to #COVID19

Full clip- https://t.co/tenSXVUcsP https://t.co/dxx0KvJfK2",en,4.0,4.0,TamukaKagoro77,24405,4133,,"[{'text': 'Africa', 'indices': [205, 212]}, {'text': 'COVID19', 'indices': [236, 244]}]","[{'screen_name': 'TamukaKagoro77', 'name': 'Brian Tamuka Kagoro', 'id': 57595007, 'id_str': '57595007', 'indices': [186, 201]}]",Africa
3078,Fri Jun 18 23:10:08 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.05,0.15,"President Biden made a clear &amp; powerful statement of investigation of #COVID19:
-G7 communique will change the world’s attitudes to CCP China
-CCP pretends to be helpful &amp; promote vaccines
-But the world won’t listen to China. People can see the results!
#UnrestrictedBioweapon",en,1151.0,819.0,airy_breeze,125,398,,"[{'text': 'COVID19', 'indices': [74, 82]}, {'text': 'UnrestrictedBioweapon', 'indices': [263, 285]}]",[],
3079,Fri Jun 18 23:10:19 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.24318181818181814,0.5022727272727273,,en,,,TraderStef,8594,1413,,,,Live Free or Die - NH USA
3080,Fri Jun 18 23:10:22 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.0,0.0,,en,,,FredHoefert,151,1242,,,,USA
3081,Fri Jun 18 23:10:25 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,0.0,"Dr. @JNkengasong in an interview with @TamukaKagoro77 on #Africa's homegrown solutions to #COVID19 outlined 4 key areas that @AfricaCDC is advancing &amp; needs partnerships to make it happen. Collaboration with communities is at the center of it.

Full clip-- https://t.co/prQBRZhxAe https://t.co/FtcZtjZkk9",en,2.0,2.0,TamukaKagoro77,24405,4133,,"[{'text': 'Africa', 'indices': [57, 64]}, {'text': 'COVID19', 'indices': [90, 98]}]","[{'screen_name': 'JNkengasong', 'name': 'John Nkengasong', 'id': 2187155450, 'id_str': '2187155450', 'indices': [4, 16]}, {'screen_name': 'TamukaKagoro77', 'name': 'Brian Tamuka Kagoro', 'id': 57595007, 'id_str': '57595007', 'indices': [38, 53]}, {'screen_name': 'AfricaCDC', 'name': 'Africa CDC', 'id': 3149176301, 'id_str': '3149176301', 'indices': [125, 135]}]",Africa
3082,Fri Jun 18 23:10:29 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.375,0.5,"Israel will deliver more than a million doses of #COVID19 vaccines to the Palestinian Authority to help it fight the corona pandemic.

The 1st delivery, consisting of 100,000 vaccines, was transfered to the PA friday afternoon through Bitunia crossing.
https://t.co/7M3lWWr1J9",en,484.0,197.0,RMarcelo79,67,225,,"[{'text': 'COVID19', 'indices': [49, 57]}]",[],Paraguay
3083,Fri Jun 18 23:10:31 +0000 2021,"<a href=""http://naattuvartha.byethost33.com"" rel=""nofollow"">Naattuvartha</a>",0.06666666666666668,0.3333333333333333,"Israel will deliver more than a million doses of #COVID19 vaccines to the Palestinian Authority to help it fight the corona pandemic.

The 1st delivery, consisting of 100,000 vaccines, was transfered to the PA friday afternoon through Bitunia crossing.
https://t.co/7M3lWWr1J9",en,484.0,198.0,viralvideovlogs,6855,4580,,"[{'text': 'COVID19', 'indices': [49, 57]}]",[],കേരളം
3084,Fri Jun 18 23:10:51 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.06666666666666668,0.3333333333333333,The demand for vaccines is rising after this week’s changed advice on AstraZeneca – and @marshall_steven believes Adelaide is an excellent base for a manufacturing plant. #saparli #Covid19 #TheAdvertiser https://t.co/jMKwewlnsA,en,1.0,1.0,andrew_hough,5932,1481,,"[{'text': 'saparli', 'indices': [171, 179]}, {'text': 'Covid19', 'indices': [180, 188]}, {'text': 'TheAdvertiser', 'indices': [189, 203]}]","[{'screen_name': 'marshall_steven', 'name': 'Steven Marshall, MP', 'id': 93818188, 'id_str': '93818188', 'indices': [88, 104]}]",#Adelaide via #London/ FleetSt
3085,Fri Jun 18 23:10:53 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.033333333333333305,0.4,"Dr. Nkengasong, @AfricaCDC director, notes that #COVID19 presents important opportunities to #Africa. With African countries producing tests kits &amp; PPEs..., ""it's possible that it will decrease our dependency on China on basic things that we could do ourselves.""
@TamukaKagoro77 https://t.co/9PJMtaJKKs",en,6.0,5.0,TamukaKagoro77,24405,4133,,"[{'text': 'COVID19', 'indices': [48, 56]}, {'text': 'Africa', 'indices': [93, 100]}]","[{'screen_name': 'AfricaCDC', 'name': 'Africa CDC', 'id': 3149176301, 'id_str': '3149176301', 'indices': [16, 26]}, {'screen_name': 'TamukaKagoro77', 'name': 'Brian Tamuka Kagoro', 'id': 57595007, 'id_str': '57595007', 'indices': [267, 282]}]",Africa
3086,Fri Jun 18 23:10:56 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.035,0.5616666666666666,"If you live in the rich Western World, perhaps picking your preferred vaccine or hoping to win one of the lotteries set up to reduce vaccine hesitancy, you might be under the impression that the pandemic is over or close to be over. Think again. https://t.co/X8ZAAkxxIk",en,24.0,12.0,SJW_ForAll,7521,7561,,[],[],Illinois✈Wherever✈Worldwide 🌍
3087,Fri Jun 18 23:10:59 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.0,0.0,"The timely delivery of #COVID19 vaccines is crucial. 

I welcome today’s decision by the Belgian Court of First Instance ordering #AstraZeneca to urgently deliver 50 million doses to 🇪🇺, as follows: 15 million doses by 26 July, 20 million by 23 August, 15 million by 27 September.",en,256.0,108.0,claraeugenia27,833,1017,,"[{'text': 'COVID19', 'indices': [23, 31]}, {'text': 'AstraZeneca', 'indices': [130, 142]}]",[],Bruselas
3088,Fri Jun 18 23:11:10 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,0.0,"We are dying! Ugandans need the world to stand with them. We need oxygen, PPEs, #COVID19 vaccines and money to pay our over-stretched health workers.
World, we need each other! 

Oxygen failure kills 30 Covid patients at Mulago  https://t.co/o1K0IUGf6Z via @DailyMonitor",en,955.0,538.0,SJW_ForAll,7521,7561,,"[{'text': 'COVID19', 'indices': [80, 88]}]","[{'screen_name': 'DailyMonitor', 'name': 'Daily Monitor', 'id': 35697740, 'id_str': '35697740', 'indices': [257, 270]}]",Illinois✈Wherever✈Worldwide 🌍
3089,Fri Jun 18 23:11:14 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.3375,0.725,"You can get a #COVID19 vaccine and other vaccines, including flu and shingles, at the same visit. You no longer need to wait 14 days between vaccines. Side effects are the same if vaccines are given alone or together. 
 
More about vaccine timing: https://t.co/BV3mN5XdLe. https://t.co/RWrRzhKdEg",en,174.0,118.0,wadakashiho,5839,5013,,"[{'text': 'COVID19', 'indices': [14, 22]}]",[],JAPAN
3090,Fri Jun 18 23:11:21 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-0.15833333333333335,0.15,".@NicolaSturgeon reports that whereas around 13% of positive #Covid19 cases ended up in hospital at the beginning of the year, it is now down to around 5%. This shows the vaccines are having an effect.",en,57.0,16.0,ricmontg,3755,4986,,"[{'text': 'Covid19', 'indices': [61, 69]}]","[{'screen_name': 'NicolaSturgeon', 'name': 'Nicola Sturgeon', 'id': 160952087, 'id_str': '160952087', 'indices': [1, 16]}]","Glasgow, Scotland"
3091,Fri Jun 18 23:11:23 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.0,0.0,I think they should put the covid19 vaccines inside alcohol and allow alcohol sales🤦‍♀️... Half of the country would be Vaccinated on Friday🙌👌👍💯 https://t.co/6sfyWdAFct,en,177.0,155.0,timmyjhoe,324,596,,[],[],Nigeria
3092,Fri Jun 18 23:11:29 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-0.1,0.75,,en,,,asbeteferi,16,98,,,,Ethiopia
3093,Fri Jun 18 23:11:32 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,0.0,"Pandemics have never been defeated solely by social measures. They are defeated by 3 things: the right diagnostics, the right treatment &amp; the right vaccines~Dr. John Nkengasong @AfricaCDC on homegrown solutions to #COVID19 with @TamukaKagoro77 

Full clip-https://t.co/MOdyU0Nh5G https://t.co/G5irUlSYD6",en,4.0,7.0,TamukaKagoro77,24405,4133,,"[{'text': 'COVID19', 'indices': [218, 226]}]","[{'screen_name': 'AfricaCDC', 'name': 'Africa CDC', 'id': 3149176301, 'id_str': '3149176301', 'indices': [181, 191]}, {'screen_name': 'TamukaKagoro77', 'name': 'Brian Tamuka Kagoro', 'id': 57595007, 'id_str': '57595007', 'indices': [232, 247]}]",Africa
3094,Fri Jun 18 23:11:48 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",-0.11666666666666665,0.45,"Pay to these #Feminists #Commies but don't pay for vaccine.

This is a hub for spreading #Feminism 

Only #taxpayers should be given free medical help including vaccination

Never to these #Feminazis otherwise they will give skewed report and say only women are covid affected 😝",en,20.0,26.0,Rajanik58915087,1428,1508,,"[{'text': 'Feminists', 'indices': [13, 23]}, {'text': 'Commies', 'indices': [24, 32]}, {'text': 'Feminism', 'indices': [89, 98]}, {'text': 'taxpayers', 'indices': [106, 116]}, {'text': 'Feminazis', 'indices': [189, 199]}]",[],
3095,Fri Jun 18 23:11:58 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.0,0.0,"How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe as possible. One system, VAERS, records adverse events from patients and doctors and can signal a potential safety issue. More: https://t.co/xSe61xdKcE. https://t.co/MEreGYnKPK",en,97.0,57.0,wadakashiho,5839,5013,,"[{'text': 'COVID19', 'indices': [15, 23]}]","[{'screen_name': 'US_FDA', 'name': 'U.S. FDA', 'id': 208120290, 'id_str': '208120290', 'indices': [54, 61]}]",JAPAN
3096,Fri Jun 18 23:12:47 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.3375,0.725,"@AIPAC Will aipac tell the world that Israel has SOLD EXPIRED vaccines to Palestinians, which could have been disastrous to Palestinians, making the covid19 crisis far worse, leading to more Palestinian deaths? #ThisisIsrael. https://t.co/WTPn9XMSvs",en,33.0,37.0,cjsienna55,8967,9821,,"[{'text': 'ThisisIsrael', 'indices': [211, 224]}]","[{'screen_name': 'AIPAC', 'name': 'AIPAC', 'id': 15987296, 'id_str': '15987296', 'indices': [0, 6]}]",United States
3097,Fri Jun 18 23:13:00 +0000 2021,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",0.2,0.2,,en,,,then24dotcom,160,382,,,,
3098,Fri Jun 18 23:13:00 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.06666666666666668,0.44166666666666665,"Every day that supplies allow for further vaccines, we see the benefits. We're now down to 44 positive #COVID19 inpatients in hospital, 15 of those in ICU. 21 hospitals with just one case or less. Huge credit to public support &amp; for the take up of vaccines here. @HSELive",en,163.0,14.0,jonnyfallon,10901,5693,,"[{'text': 'COVID19', 'indices': [103, 111]}]","[{'screen_name': 'HSELive', 'name': 'HSE Ireland', 'id': 69298376, 'id_str': '69298376', 'indices': [267, 275]}]",Ireland
3099,Fri Jun 18 23:13:21 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.05,0.15,"**BIG NEWS**: Up to 25,800 may have been killed by the COVID vaccine.  I bet that this is a lower bound on the number killed by the ""safe and effective"" vaccines. Why isn't anyone at the CDC or FDA warning the American public of the danger in the meantime??https://t.co/105gLDEAmQ",en,801.0,454.0,TerraceXia,1,30,,[],[],
3100,Fri Jun 18 23:13:35 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.12916666666666665,0.6416666666666667,"Covid live: UK reports 9,055 new cases; South Africa records highest daily cases in five months https://t.co/QRf8sUF8ZZ And the big story via @Telegraph is fully vaccinated people will be able to travel. Only problem EU have left the UK of white list because of the #DeltaVariant",en,5.0,1.0,ak2webd3,3659,5007,,"[{'text': 'DeltaVariant', 'indices': [266, 279]}]","[{'screen_name': 'Telegraph', 'name': 'The Telegraph', 'id': 16343974, 'id_str': '16343974', 'indices': [142, 152]}]","Bay Area, California"
3101,Fri Jun 18 23:13:37 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.16666666666666666,0.18888888888888888,"Everyone 12 years or older is eligible to get a #COVID19 vaccine. The vaccines are free—regardless of health insurance or immigration status.

Set up your appointment today at https://t.co/lU1qpdHgrS #MadetoSave https://t.co/VgpPJwheOr",en,1.0,1.0,JohnOnDemand,788,1349,,"[{'text': 'COVID19', 'indices': [48, 56]}, {'text': 'MadetoSave', 'indices': [200, 211]}]",[],U.S.
3102,Fri Jun 18 23:13:38 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.5,0.6666666666666666,"Israel will deliver more than a million doses of #COVID19 vaccines to the Palestinian Authority to help it fight the corona pandemic.

The 1st delivery, consisting of 100,000 vaccines, was transfered to the PA friday afternoon through Bitunia crossing.
https://t.co/7M3lWWr1J9",en,485.0,199.0,ll_lcda,323,1515,,"[{'text': 'COVID19', 'indices': [49, 57]}]",[],"Caracas, Venezuela"
3103,Fri Jun 18 23:13:52 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",-0.05,0.4,NOT GOOD #VirusVariantsVaccine #DeltaVariant now has an offspring #DeltaPlusVariant We need to vaccinate the world NOW. Africa on my mind. #VaccinEquity,en,1.0,1.0,ak2webd3,3659,5007,,"[{'text': 'VirusVariantsVaccine', 'indices': [9, 30]}, {'text': 'DeltaVariant', 'indices': [31, 44]}, {'text': 'DeltaPlusVariant', 'indices': [66, 83]}, {'text': 'VaccinEquity', 'indices': [139, 152]}]",[],"Bay Area, California"
3104,Fri Jun 18 23:14:01 +0000 2021,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",0.0,0.0,,en,,,theTiser,140163,195,,,,"Adelaide, South Australia"
3105,Fri Jun 18 23:14:06 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.125,0.325,"Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa. https://t.co/sOgIroihOc",en,505.0,255.0,BotondBallo,553,450,,[],[],"Toronto, ON"
3106,Fri Jun 18 23:14:09 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,0.1,What we saw unfolding in india has now begun ravaging Uganda. And this will continue until vaccines are equitably available! I am struggling to make sense of the world these days. We learned a lot with India’s 2nd wave - those lessons should be broadly applicable. @IndiaCOVIDSOS,en,109.0,49.0,thinkalot,3719,4631,,[],"[{'screen_name': 'IndiaCOVIDSOS', 'name': 'IndiaCOVIDSOS', 'id': 1385797144209096705, 'id_str': '1385797144209096705', 'indices': [265, 279]}]",Twitter
3107,Fri Jun 18 23:14:17 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.425,0.6333333333333333,"""The COVID-19 vaccine is the best way to protect:
Ourselves 🙋🏿
Our Families 👪
And our communities 🏘️"" - @Gladys_H_, @UNICEFPacific Supporter, joins @GlblCtznAU to share why she got #Vaccinated https://t.co/QyqQOy3mAG",en,2.0,1.0,UNICEFPacific,23519,887,,"[{'text': 'Vaccinated', 'indices': [181, 192]}]","[{'screen_name': 'Gladys_H_', 'name': 'Gladys Habu', 'id': 1250774888, 'id_str': '1250774888', 'indices': [104, 114]}, {'screen_name': 'UNICEFPacific', 'name': 'UNICEF Pacific', 'id': 329479620, 'id_str': '329479620', 'indices': [116, 130]}, {'screen_name': 'GlblCtznAU', 'name': 'Global Citizen Australia', 'id': 2213634020, 'id_str': '2213634020', 'indices': [148, 159]}]",Pacific
3108,Fri Jun 18 23:14:34 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",0.1,0.4,"When you receive a #COVID19 vaccine, it’s important to know when you are fully vaccinated. It’s not instant. COVID-19 vaccines teach our immune systems how to recognize and fight the virus that causes COVID-19. Learn more: https://t.co/TRZRzx3cym. https://t.co/zSgjwvp7WQ",en,19.0,15.0,MichelleZenner,1466,2916,,"[{'text': 'COVID19', 'indices': [19, 27]}]",[],"Washington, USA"
3109,Fri Jun 18 23:14:36 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.09375,0.28125,"I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine near you:  
🔍 Search https://t.co/d2PDWIps8o  
📱Text your ZIP code to 438829  
📞 Call 1-800-232-0233 https://t.co/AMmcMmCtiP",en,892.0,290.0,MarthaVReed,310,1113,,"[{'text': 'WeCanDoThis', 'indices': [27, 39]}, {'text': 'COVID19', 'indices': [104, 112]}]",[],"Richardson, TX"
3110,Fri Jun 18 23:14:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>",0.5083333333333333,0.7833333333333333,,en,,,PuneUpdater,88,0,,,,
3111,Fri Jun 18 23:15:14 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Patent Masks</a>",0.16666666666666666,0.18888888888888888,,en,0.0,1.0,PatentMasks,227,1,,,,"London, United Kingdom"
3112,Fri Jun 18 23:15:16 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",-0.2364583333333333,0.3375,"""Africa is in the midst of a full-blown third wave,"" @MoetiTshidi said. ""The sobering trajectory of surging cases should draw everyone to urgent action. 

“We've seen, in India and elsewhere, how quickly Covid-19 can rebound and overwhelm health systems""
https://t.co/CemRZeIDYr",en,292.0,268.0,heather151262,2204,3271,,[],"[{'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [53, 65]}]",
3113,Fri Jun 18 23:15:16 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.0,0.0,,en,,,ninjitalia,352,373,,,,
3114,Fri Jun 18 23:15:22 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",-0.125,0.725,"Health workers across the Pacific talked to @GlblCtznAU and @unicefaustralia about why it's so important that #COVID19 vaccines reach everyone. 🌏 Vaccines don't just protect our health, they're also vital for education. https://t.co/6SPi9X3k3R #VaxBecause @UNICEFPacific https://t.co/v2VKJOG2hk",en,16.0,7.0,UNICEFPacific,23519,887,,"[{'text': 'COVID19', 'indices': [110, 118]}, {'text': 'VaxBecause', 'indices': [244, 255]}]","[{'screen_name': 'GlblCtznAU', 'name': 'Global Citizen Australia', 'id': 2213634020, 'id_str': '2213634020', 'indices': [44, 55]}, {'screen_name': 'unicefaustralia', 'name': 'UNICEF Australia', 'id': 41539999, 'id_str': '41539999', 'indices': [60, 76]}, {'screen_name': 'UNICEFPacific', 'name': 'UNICEF Pacific', 'id': 329479620, 'id_str': '329479620', 'indices': [256, 270]}]",Pacific
3115,Fri Jun 18 23:15:24 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.24666666666666665,0.3533333333333334,"New York is fully open and Michigan will be fully open by June 22. And Québec is much further along than Ontario.

As our neighbours move on it's time for us to follow. 

@fordnation open Ontario 100% and drop the mask mandate too.",en,256.0,92.0,matt8111,200,607,,[],"[{'screen_name': 'fordnation', 'name': 'Doug Ford', 'id': 2809959174, 'id_str': '2809959174', 'indices': [171, 182]}]","Georgian Bluffs, Ontario"
3116,Fri Jun 18 23:15:39 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",-0.2364583333333333,0.3375,"New York is fully open and Michigan will be fully open by June 22. And Québec is much further along than Ontario.

As our neighbours move on it's time for us to follow. 

@fordnation open Ontario 100% and drop the mask mandate too.",en,257.0,93.0,SR35555286,27,80,,[],"[{'screen_name': 'fordnation', 'name': 'Doug Ford', 'id': 2809959174, 'id_str': '2809959174', 'indices': [171, 182]}]","Ontario, Canada"
3117,Fri Jun 18 23:15:47 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.5083333333333333,0.7833333333333333,,en,,,campbel_robert1,84,279,,,,
3118,Fri Jun 18 23:16:09 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.0,0.0,"""Africa needs millions more doses here &amp; now to curb the third wave.""

In the midst of a third wave of #COVID19 cases in #Africa, Dr @MoetiTshidi calls out for much-needed COVID-19 vaccine doses during this critical time. https://t.co/KUDPXpqq22",en,109.0,96.0,Traceva001,1514,4272,,"[{'text': 'COVID19', 'indices': [107, 115]}, {'text': 'Africa', 'indices': [125, 132]}]","[{'screen_name': 'MoetiTshidi', 'name': 'Dr Matshidiso Moeti', 'id': 2412739760, 'id_str': '2412739760', 'indices': [137, 149]}]","London, England"
3119,Fri Jun 18 23:16:12 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.06666666666666668,0.44166666666666665,,en,,,ninjitalia,352,373,,,,
3120,Fri Jun 18 23:16:52 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0.24318181818181814,0.5022727272727273,"Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate request for vaccines to Africa. We plead with Germany and the UK to lift patent restrictions and urgently transfer technology to enable production in Africa.",en,505.0,256.0,MariaCVos,594,1196,,[],[],"Birmingham, England"
3121,Fri Jun 18 23:16:56 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0.16666666666666666,0.18888888888888888,,en,,,CoachJu,743,437,,,, On the hardwood 
